point_id,timestamp,latitude,longitude,true_speed_ms,true_dir_deg,wind_category,filename
188.0,2024-01-23T01:00,22.7632,68.7105,0.2,326,Low,SAR_p188.0_20240123T0100.tif
198.0,2024-07-09T01:00,23.1316,68.2368,0.08,277,Low,SAR_p198.0_20240709T0100.tif
96.0,2023-04-05T01:00,20.7368,72.0263,0.14,305,Low,SAR_p96.0_20230405T0100.tif
49.0,2023-07-10T01:00,20.3684,69.8947,1.1,249,Low,SAR_p49.0_20230710T0100.tif
165.0,2023-04-22T01:00,22.2105,68.0,0.58,276,Low,SAR_p165.0_20230422T0100.tif
80.0,2024-04-06T01:00,20.5526,72.5,0.32,340,Low,SAR_p80.0_20240406T0100.tif
65.0,2024-02-28T01:00,20.5526,68.9474,0.56,28,Low,SAR_p65.0_20240228T0100.tif
127.0,2024-10-13T01:00,21.2895,68.2368,0.22,74,Low,SAR_p127.0_20241013T0100.tif
196.0,2024-10-27T14:00,22.9474,68.7105,0.1,278,Low,SAR_p196.0_20241027T1400.tif
79.0,2024-06-29T01:00,20.5526,72.2632,2.16,220,Medium,SAR_p79.0_20240629T0100.tif
192.0,2024-05-05T01:00,22.7632,70.1316,0.4,260,Low,SAR_p192.0_20240505T0100.tif
121.0,2024-12-07T01:00,21.1053,69.6579,0.32,343,Low,SAR_p121.0_20241207T0100.tif
158.0,2024-08-02T01:00,21.8421,69.1842,1.22,236,Low,SAR_p158.0_20240802T0100.tif
196.0,2024-03-23T01:00,22.9474,68.7105,0.36,304,Low,SAR_p196.0_20240323T0100.tif
149.0,2023-12-18T01:00,21.6579,68.9474,0.94,37,Low,SAR_p149.0_20231218T0100.tif
88.0,2023-06-18T13:00,20.7368,69.6579,0.76,241,Low,SAR_p88.0_20230618T1300.tif
104.0,2024-09-07T01:00,20.9211,69.1842,0.26,249,Low,SAR_p104.0_20240907T0100.tif
40.0,2023-06-11T01:00,20.1842,72.5,1.76,175,Medium,SAR_p40.0_20230611T0100.tif
91.0,2024-12-07T01:00,20.7368,70.3684,0.32,335,Low,SAR_p91.0_20241207T0100.tif
67.0,2024-06-03T01:00,20.5526,69.4211,0.18,247,Low,SAR_p67.0_20240603T0100.tif
140.0,2024-08-02T01:00,21.4737,68.9474,1.94,239,Medium,SAR_p140.0_20240802T0100.tif
177.0,2024-02-28T01:00,22.5789,68.4737,0.78,22,Low,SAR_p177.0_20240228T0100.tif
167.0,2024-11-18T01:00,22.2105,68.4737,0.24,57,Low,SAR_p167.0_20241118T0100.tif
68.0,2024-12-24T01:00,20.5526,69.6579,0.82,19,Low,SAR_p68.0_20241224T0100.tif
109.0,2023-09-20T01:00,20.9211,71.5526,0.36,237,Low,SAR_p109.0_20230920T0100.tif
124.0,2023-09-03T01:00,21.1053,72.2632,0.28,252,Low,SAR_p124.0_20230903T0100.tif
33.0,2024-12-19T01:00,20.1842,70.8421,0.0,12,Low,SAR_p33.0_20241219T0100.tif
39.0,2024-04-06T01:00,20.1842,72.2632,0.36,336,Low,SAR_p39.0_20240406T0100.tif
193.0,2023-06-11T14:00,22.9474,68.0,0.48,116,Low,SAR_p193.0_20230611T1400.tif
29.0,2023-01-23T01:00,20.1842,69.8947,0.88,2,Low,SAR_p29.0_20230123T0100.tif
197.0,2024-07-11T14:00,23.1316,68.0,1.18,240,Low,SAR_p197.0_20240711T1400.tif
115.0,2024-12-24T01:00,21.1053,68.2368,0.76,30,Low,SAR_p115.0_20241224T0100.tif
79.0,2023-01-30T01:00,20.5526,72.2632,0.44,336,Low,SAR_p79.0_20230130T0100.tif
204.0,2023-11-05T01:00,23.5,68.2368,0.32,333,Low,SAR_p204.0_20231105T0100.tif
77.0,2024-09-02T01:00,20.5526,71.7895,0.36,283,Low,SAR_p77.0_20240902T0100.tif
35.0,2023-03-24T01:00,20.1842,71.3158,0.3,252,Low,SAR_p35.0_20230324T0100.tif
190.0,2023-07-27T01:00,22.7632,69.1842,0.64,257,Low,SAR_p190.0_20230727T0100.tif
96.0,2024-02-06T01:00,20.7368,72.0263,0.0,318,Low,SAR_p96.0_20240206T0100.tif
175.0,2023-11-24T01:00,22.5789,68.0,0.02,18,Low,SAR_p175.0_20231124T0100.tif
179.0,2023-05-04T01:00,22.5789,68.9474,0.14,285,Low,SAR_p179.0_20230504T0100.tif
79.0,2023-04-24T01:00,20.5526,72.2632,0.16,265,Low,SAR_p79.0_20230424T0100.tif
117.0,2023-10-07T01:00,21.1053,68.7105,0.14,247,Low,SAR_p117.0_20231007T0100.tif
121.0,2024-12-19T01:00,21.1053,69.6579,0.28,8,Low,SAR_p121.0_20241219T0100.tif
92.0,2024-08-21T01:00,20.7368,70.6053,0.2,305,Low,SAR_p92.0_20240821T0100.tif
201.0,2024-09-24T01:00,23.3158,68.2368,0.48,287,Low,SAR_p201.0_20240924T0100.tif
34.0,2024-07-04T01:00,20.1842,71.0789,2.1,249,Medium,SAR_p34.0_20240704T0100.tif
57.0,2023-05-30T01:00,20.3684,71.7895,0.26,306,Low,SAR_p57.0_20230530T0100.tif
11.0,2024-12-19T01:00,20.0,70.3684,0.12,341,Low,SAR_p11.0_20241219T0100.tif
29.0,2024-04-23T01:00,20.1842,69.8947,0.42,321,Low,SAR_p29.0_20240423T0100.tif
20.0,2023-10-09T01:00,20.0,72.5,0.08,320,Low,SAR_p20.0_20231009T0100.tif
145.0,2024-06-27T01:00,21.6579,68.0,0.22,309,Low,SAR_p145.0_20240627T0100.tif
140.0,2024-01-23T01:00,21.4737,68.9474,0.46,349,Low,SAR_p140.0_20240123T0100.tif
184.0,2024-11-13T01:00,22.5789,70.1316,0.04,22,Low,SAR_p184.0_20241113T0100.tif
11.0,2023-07-22T01:00,20.0,70.3684,1.48,270,Low,SAR_p11.0_20230722T0100.tif
13.0,2024-07-28T01:00,20.0,70.8421,2.2,259,Medium,SAR_p13.0_20240728T0100.tif
136.0,2024-06-15T01:00,21.4737,68.0,0.66,229,Low,SAR_p136.0_20240615T0100.tif
117.0,2024-04-04T01:00,21.1053,68.7105,0.32,290,Low,SAR_p117.0_20240404T0100.tif
95.0,2024-10-08T01:00,20.7368,71.7895,0.26,43,Low,SAR_p95.0_20241008T0100.tif
186.0,2023-02-09T01:00,22.7632,68.2368,0.1,288,Low,SAR_p186.0_20230209T0100.tif
119.0,2024-05-10T01:00,21.1053,69.1842,0.32,244,Low,SAR_p119.0_20240510T0100.tif
50.0,2023-12-13T01:00,20.3684,70.1316,0.2,36,Low,SAR_p50.0_20231213T0100.tif
13.0,2023-10-14T01:00,20.0,70.8421,0.24,327,Low,SAR_p13.0_20231014T0100.tif
124.0,2024-04-30T01:00,21.1053,72.2632,0.06,327,Low,SAR_p124.0_20240430T0100.tif
78.0,2023-07-05T01:00,20.5526,72.0263,0.38,252,Low,SAR_p78.0_20230705T0100.tif
28.0,2024-01-18T01:00,20.1842,69.6579,0.42,354,Low,SAR_p28.0_20240118T0100.tif
195.0,2023-04-12T14:00,22.9474,68.4737,0.48,284,Low,SAR_p195.0_20230412T1400.tif
104.0,2024-08-26T01:00,20.9211,69.1842,2.42,267,Medium,SAR_p104.0_20240826T0100.tif
88.0,2023-12-01T01:00,20.7368,69.6579,0.74,16,Low,SAR_p88.0_20231201T0100.tif
180.0,2024-09-07T01:00,22.5789,69.1842,0.36,260,Low,SAR_p180.0_20240907T0100.tif
144.0,2024-07-11T01:00,21.4737,72.5,0.36,236,Low,SAR_p144.0_20240711T0100.tif
146.0,2023-06-23T14:00,21.6579,68.2368,0.22,212,Low,SAR_p146.0_20230623T1400.tif
116.0,2024-03-23T01:00,21.1053,68.4737,0.14,307,Low,SAR_p116.0_20240323T0100.tif
59.0,2023-08-22T01:00,20.3684,72.2632,0.48,264,Low,SAR_p59.0_20230822T0100.tif
196.0,2024-02-06T14:00,22.9474,68.7105,0.06,283,Low,SAR_p196.0_20240206T1400.tif
117.0,2024-02-16T01:00,21.1053,68.7105,0.8,26,Low,SAR_p117.0_20240216T0100.tif
180.0,2024-04-04T01:00,22.5789,69.1842,0.3,287,Low,SAR_p180.0_20240404T0100.tif
112.0,2023-01-30T01:00,20.9211,72.2632,0.44,334,Low,SAR_p112.0_20230130T0100.tif
194.0,2024-07-11T14:00,22.9474,68.2368,1.2,243,Low,SAR_p194.0_20240711T1400.tif
118.0,2023-07-27T01:00,21.1053,68.9474,1.62,260,Medium,SAR_p118.0_20230727T0100.tif
130.0,2023-05-28T01:00,21.2895,68.9474,0.9,255,Low,SAR_p130.0_20230528T0100.tif
182.0,2023-10-19T01:00,22.5789,69.6579,0.04,359,Low,SAR_p182.0_20231019T0100.tif
96.0,2023-10-26T01:00,20.7368,72.0263,0.0,40,Low,SAR_p96.0_20231026T0100.tif
180.0,2023-03-29T01:00,22.5789,69.1842,0.24,289,Low,SAR_p180.0_20230329T0100.tif
201.0,2023-07-08T01:00,23.3158,68.2368,0.22,306,Low,SAR_p201.0_20230708T0100.tif
124.0,2023-12-20T01:00,21.1053,72.2632,0.56,47,Low,SAR_p124.0_20231220T0100.tif
199.0,2024-04-16T01:00,23.1316,68.4737,0.22,330,Low,SAR_p199.0_20240416T0100.tif
156.0,2024-06-27T01:00,21.8421,68.7105,0.12,297,Low,SAR_p156.0_20240627T0100.tif
31.0,2023-04-05T01:00,20.1842,70.3684,0.42,313,Low,SAR_p31.0_20230405T0100.tif
119.0,2024-08-02T01:00,21.1053,69.1842,1.8,237,Medium,SAR_p119.0_20240802T0100.tif
92.0,2024-08-09T01:00,20.7368,70.6053,0.74,257,Low,SAR_p92.0_20240809T0100.tif
194.0,2024-08-02T01:00,22.9474,68.2368,1.36,247,Low,SAR_p194.0_20240802T0100.tif
82.0,2023-03-17T01:00,20.7368,68.2368,0.2,309,Low,SAR_p82.0_20230317T0100.tif
174.0,2024-06-27T01:00,22.3947,69.4211,0.04,318,Low,SAR_p174.0_20240627T0100.tif
178.0,2023-07-27T01:00,22.5789,68.7105,0.78,257,Low,SAR_p178.0_20230727T0100.tif
69.0,2023-09-20T01:00,20.5526,69.8947,0.58,255,Low,SAR_p69.0_20230920T0100.tif
159.0,2024-02-18T01:00,21.8421,72.5,0.02,308,Low,SAR_p159.0_20240218T0100.tif
199.0,2024-07-21T01:00,23.1316,68.4737,0.06,328,Low,SAR_p199.0_20240721T0100.tif
73.0,2023-10-14T01:00,20.5526,70.8421,0.18,311,Low,SAR_p73.0_20231014T0100.tif
72.0,2024-03-30T01:00,20.5526,70.6053,0.78,306,Low,SAR_p72.0_20240330T0100.tif
16.0,2024-07-04T01:00,20.0,71.5526,2.14,247,Medium,SAR_p16.0_20240704T0100.tif
138.0,2023-10-07T01:00,21.4737,68.4737,0.16,240,Low,SAR_p138.0_20231007T0100.tif
135.0,2024-02-06T01:00,21.2895,72.5,0.0,351,Low,SAR_p135.0_20240206T0100.tif
199.0,2024-02-28T01:00,23.1316,68.4737,0.68,22,Low,SAR_p199.0_20240228T0100.tif
189.0,2024-04-16T01:00,22.7632,68.9474,0.36,327,Low,SAR_p189.0_20240416T0100.tif
149.0,2023-08-08T01:00,21.6579,68.9474,2.48,239,Medium,SAR_p149.0_20230808T0100.tif
32.0,2024-04-23T01:00,20.1842,70.6053,0.44,324,Low,SAR_p32.0_20240423T0100.tif
191.0,2024-06-27T01:00,22.7632,69.8947,0.0,53,Low,SAR_p191.0_20240627T0100.tif
125.0,2023-05-30T01:00,21.1053,72.5,0.0,101,Low,SAR_p125.0_20230530T0100.tif
182.0,2023-09-13T01:00,22.5789,69.6579,0.7,251,Low,SAR_p182.0_20230913T0100.tif
83.0,2023-05-28T01:00,20.7368,68.4737,1.06,259,Low,SAR_p83.0_20230528T0100.tif
122.0,2023-07-15T01:00,21.1053,69.8947,0.96,260,Low,SAR_p122.0_20230715T0100.tif
111.0,2024-04-11T01:00,20.9211,72.0263,0.06,248,Low,SAR_p111.0_20240411T0100.tif
200.0,2024-06-29T14:00,23.3158,68.0,0.64,183,Low,SAR_p200.0_20240629T1400.tif
48.0,2023-10-26T01:00,20.3684,69.6579,0.26,354,Low,SAR_p48.0_20231026T0100.tif
122.0,2024-01-11T01:00,21.1053,69.8947,0.38,29,Low,SAR_p122.0_20240111T0100.tif
100.0,2023-06-21T01:00,20.9211,68.2368,0.38,224,Low,SAR_p100.0_20230621T0100.tif
125.0,2023-10-21T01:00,21.1053,72.5,0.1,47,Low,SAR_p125.0_20231021T0100.tif
195.0,2024-04-30T14:00,22.9474,68.4737,0.88,290,Low,SAR_p195.0_20240430T1400.tif
59.0,2024-01-13T01:00,20.3684,72.2632,0.16,26,Low,SAR_p59.0_20240113T0100.tif
195.0,2023-09-27T14:00,22.9474,68.4737,0.2,289,Low,SAR_p195.0_20230927T1400.tif
140.0,2024-06-27T01:00,21.4737,68.9474,0.22,315,Low,SAR_p140.0_20240627T0100.tif
54.0,2023-12-13T01:00,20.3684,71.0789,0.14,39,Low,SAR_p54.0_20231213T0100.tif
198.0,2024-01-23T01:00,23.1316,68.2368,0.22,319,Low,SAR_p198.0_20240123T0100.tif
201.0,2024-04-09T01:00,23.3158,68.2368,0.5,305,Low,SAR_p201.0_20240409T0100.tif
200.0,2024-04-04T01:00,23.3158,68.0,0.44,277,Low,SAR_p200.0_20240404T0100.tif
144.0,2024-04-06T01:00,21.4737,72.5,0.26,330,Low,SAR_p144.0_20240406T0100.tif
143.0,2023-12-06T01:00,21.4737,69.6579,0.44,30,Low,SAR_p143.0_20231206T0100.tif
111.0,2023-04-05T01:00,20.9211,72.0263,0.08,322,Low,SAR_p111.0_20230405T0100.tif
153.0,2023-06-09T01:00,21.8421,68.0,0.52,185,Low,SAR_p153.0_20230609T0100.tif
198.0,2024-09-24T01:00,23.1316,68.2368,0.46,289,Low,SAR_p198.0_20240924T0100.tif
80.0,2024-04-18T01:00,20.5526,72.5,0.02,197,Low,SAR_p80.0_20240418T0100.tif
165.0,2024-02-04T01:00,22.2105,68.0,0.04,251,Low,SAR_p165.0_20240204T0100.tif
111.0,2023-09-03T01:00,20.9211,72.0263,0.36,262,Low,SAR_p111.0_20230903T0100.tif
201.0,2024-11-30T01:00,23.3158,68.2368,0.0,28,Low,SAR_p201.0_20241130T0100.tif
170.0,2023-05-16T01:00,22.3947,68.0,1.1,246,Low,SAR_p170.0_20230516T0100.tif
201.0,2024-11-11T01:00,23.3158,68.2368,0.1,323,Low,SAR_p201.0_20241111T0100.tif
54.0,2024-08-09T01:00,20.3684,71.0789,0.88,259,Low,SAR_p54.0_20240809T0100.tif
166.0,2023-10-07T01:00,22.2105,68.2368,0.34,235,Low,SAR_p166.0_20231007T0100.tif
82.0,2023-03-05T01:00,20.7368,68.2368,0.16,338,Low,SAR_p82.0_20230305T0100.tif
13.0,2024-04-23T01:00,20.0,70.8421,0.5,321,Low,SAR_p13.0_20240423T0100.tif
177.0,2024-12-24T01:00,22.5789,68.4737,0.5,26,Low,SAR_p177.0_20241224T0100.tif
176.0,2024-01-23T01:00,22.5789,68.2368,0.3,328,Low,SAR_p176.0_20240123T0100.tif
57.0,2023-04-29T01:00,20.3684,71.7895,0.4,271,Low,SAR_p57.0_20230429T0100.tif
155.0,2023-10-31T01:00,21.8421,68.4737,0.36,10,Low,SAR_p155.0_20231031T0100.tif
28.0,2024-09-02T01:00,20.1842,69.6579,0.44,260,Low,SAR_p28.0_20240902T0100.tif
133.0,2024-06-27T01:00,21.2895,69.6579,0.2,324,Low,SAR_p133.0_20240627T0100.tif
159.0,2024-12-26T01:00,21.8421,72.5,0.1,4,Low,SAR_p159.0_20241226T0100.tif
114.0,2024-07-21T01:00,21.1053,68.0,1.62,260,Medium,SAR_p114.0_20240721T0100.tif
16.0,2024-11-25T01:00,20.0,71.5526,0.56,37,Low,SAR_p16.0_20241125T0100.tif
55.0,2024-07-16T01:00,20.3684,71.3158,0.18,271,Low,SAR_p55.0_20240716T0100.tif
177.0,2024-10-01T01:00,22.5789,68.4737,0.44,299,Low,SAR_p177.0_20241001T0100.tif
38.0,2023-01-18T01:00,20.1842,72.0263,0.54,24,Low,SAR_p38.0_20230118T0100.tif
53.0,2024-11-01T01:00,20.3684,70.8421,0.2,42,Low,SAR_p53.0_20241101T0100.tif
111.0,2023-08-22T01:00,20.9211,72.0263,0.4,254,Low,SAR_p111.0_20230822T0100.tif
49.0,2023-05-23T01:00,20.3684,69.8947,0.44,262,Low,SAR_p49.0_20230523T0100.tif
138.0,2023-03-05T01:00,21.4737,68.4737,0.22,340,Low,SAR_p138.0_20230305T0100.tif
96.0,2023-02-28T01:00,20.7368,72.0263,0.02,349,Low,SAR_p96.0_20230228T0100.tif
185.0,2024-12-02T14:00,22.7632,68.0,0.14,20,Low,SAR_p185.0_20241202T1400.tif
14.0,2024-06-22T01:00,20.0,71.0789,0.96,280,Low,SAR_p14.0_20240622T0100.tif
129.0,2024-10-25T01:00,21.2895,68.7105,0.22,355,Low,SAR_p129.0_20241025T0100.tif
57.0,2024-01-13T01:00,20.3684,71.7895,0.16,19,Low,SAR_p57.0_20240113T0100.tif
202.0,2023-03-17T01:00,23.3158,68.4737,0.08,285,Low,SAR_p202.0_20230317T0100.tif
135.0,2023-06-11T01:00,21.2895,72.5,1.74,189,Medium,SAR_p135.0_20230611T0100.tif
49.0,2024-07-04T01:00,20.3684,69.8947,2.04,249,Medium,SAR_p49.0_20240704T0100.tif
31.0,2023-02-04T01:00,20.1842,70.3684,0.44,349,Low,SAR_p31.0_20230204T0100.tif
120.0,2024-12-24T01:00,21.1053,69.4211,0.66,11,Low,SAR_p120.0_20241224T0100.tif
165.0,2024-02-28T01:00,22.2105,68.0,1.0,28,Low,SAR_p165.0_20240228T0100.tif
132.0,2023-06-23T14:00,21.2895,69.4211,0.32,222,Low,SAR_p132.0_20230623T1400.tif
174.0,2024-06-03T01:00,22.3947,69.4211,0.48,256,Low,SAR_p174.0_20240603T0100.tif
50.0,2023-01-11T01:00,20.3684,70.1316,0.32,352,Low,SAR_p50.0_20230111T0100.tif
16.0,2024-08-21T01:00,20.0,71.5526,0.16,306,Low,SAR_p16.0_20240821T0100.tif
157.0,2023-05-04T01:00,21.8421,68.9474,0.06,289,Low,SAR_p157.0_20230504T0100.tif
115.0,2023-12-30T01:00,21.1053,68.2368,0.12,36,Low,SAR_p115.0_20231230T0100.tif
20.0,2023-01-06T01:00,20.0,72.5,0.06,73,Low,SAR_p20.0_20230106T0100.tif
54.0,2024-01-06T01:00,20.3684,71.0789,0.98,46,Low,SAR_p54.0_20240106T0100.tif
154.0,2023-05-04T01:00,21.8421,68.2368,0.0,276,Low,SAR_p154.0_20230504T0100.tif
137.0,2024-01-11T01:00,21.4737,68.2368,0.72,44,Low,SAR_p137.0_20240111T0100.tif
60.0,2023-10-21T01:00,20.3684,72.5,0.12,65,Low,SAR_p60.0_20231021T0100.tif
170.0,2023-08-08T01:00,22.3947,68.0,2.26,240,Medium,SAR_p170.0_20230808T0100.tif
151.0,2023-05-16T01:00,21.6579,69.4211,0.68,255,Low,SAR_p151.0_20230516T0100.tif
83.0,2024-12-24T01:00,20.7368,68.4737,0.8,27,Low,SAR_p83.0_20241224T0100.tif
11.0,2023-04-05T01:00,20.0,70.3684,0.4,316,Low,SAR_p11.0_20230405T0100.tif
36.0,2023-04-29T01:00,20.1842,71.5526,0.38,265,Low,SAR_p36.0_20230429T0100.tif
171.0,2024-05-10T01:00,22.3947,68.2368,0.24,242,Low,SAR_p171.0_20240510T0100.tif
110.0,2024-01-30T01:00,20.9211,71.7895,0.02,357,Low,SAR_p110.0_20240130T0100.tif
204.0,2024-07-02T01:00,23.5,68.2368,1.72,249,Medium,SAR_p204.0_20240702T0100.tif
142.0,2024-02-16T01:00,21.4737,69.4211,0.38,26,Low,SAR_p142.0_20240216T0100.tif
186.0,2024-11-20T14:00,22.7632,68.2368,0.04,330,Low,SAR_p186.0_20241120T1400.tif
32.0,2023-12-25T01:00,20.1842,70.6053,0.48,53,Low,SAR_p32.0_20231225T0100.tif
185.0,2024-09-09T14:00,22.7632,68.0,0.2,258,Low,SAR_p185.0_20240909T1400.tif
113.0,2023-04-24T01:00,20.9211,72.5,0.0,261,Low,SAR_p113.0_20230424T0100.tif
202.0,2024-03-01T14:00,23.3158,68.4737,0.56,247,Low,SAR_p202.0_20240301T1400.tif
17.0,2023-01-18T01:00,20.0,71.7895,0.54,28,Low,SAR_p17.0_20230118T0100.tif
12.0,2024-01-30T01:00,20.0,70.6053,0.26,4,Low,SAR_p12.0_20240130T0100.tif
197.0,2023-09-30T01:00,23.1316,68.0,0.26,276,Low,SAR_p197.0_20230930T0100.tif
57.0,2023-10-02T01:00,20.3684,71.7895,0.7,284,Low,SAR_p57.0_20231002T0100.tif
107.0,2024-11-06T01:00,20.9211,69.8947,0.14,8,Low,SAR_p107.0_20241106T0100.tif
30.0,2024-10-08T01:00,20.1842,70.1316,0.06,50,Low,SAR_p30.0_20241008T0100.tif
201.0,2024-05-24T14:00,23.3158,68.2368,0.96,252,Low,SAR_p201.0_20240524T1400.tif
141.0,2024-08-02T01:00,21.4737,69.1842,1.88,240,Medium,SAR_p141.0_20240802T0100.tif
197.0,2024-10-06T01:00,23.1316,68.0,0.18,268,Low,SAR_p197.0_20241006T0100.tif
189.0,2023-01-16T01:00,22.7632,68.9474,0.18,14,Low,SAR_p189.0_20230116T0100.tif
184.0,2023-01-16T01:00,22.5789,70.1316,0.16,21,Low,SAR_p184.0_20230116T0100.tif
73.0,2023-01-11T01:00,20.5526,70.8421,0.04,13,Low,SAR_p73.0_20230111T0100.tif
133.0,2024-12-12T01:00,21.2895,69.6579,0.48,27,Low,SAR_p133.0_20241212T0100.tif
77.0,2024-01-13T01:00,20.5526,71.7895,0.14,19,Low,SAR_p77.0_20240113T0100.tif
165.0,2023-07-03T01:00,22.2105,68.0,0.36,259,Low,SAR_p165.0_20230703T0100.tif
33.0,2023-08-27T01:00,20.1842,70.8421,0.7,251,Low,SAR_p33.0_20230827T0100.tif
77.0,2023-03-31T01:00,20.5526,71.7895,0.16,291,Low,SAR_p77.0_20230331T0100.tif
55.0,2023-05-23T01:00,20.3684,71.3158,0.56,275,Low,SAR_p55.0_20230523T0100.tif
189.0,2023-07-03T01:00,22.7632,68.9474,0.18,250,Low,SAR_p189.0_20230703T0100.tif
88.0,2024-05-22T01:00,20.7368,69.6579,0.4,277,Low,SAR_p88.0_20240522T0100.tif
10.0,2023-11-07T01:00,20.0,70.1316,0.02,35,Low,SAR_p10.0_20231107T0100.tif
144.0,2023-05-18T01:00,21.4737,72.5,0.1,248,Low,SAR_p144.0_20230518T0100.tif
139.0,2023-03-17T01:00,21.4737,68.7105,0.24,310,Low,SAR_p139.0_20230317T0100.tif
154.0,2024-04-04T01:00,21.8421,68.2368,0.24,283,Low,SAR_p154.0_20240404T0100.tif
31.0,2023-06-04T01:00,20.1842,70.3684,0.64,257,Low,SAR_p31.0_20230604T0100.tif
177.0,2024-11-18T01:00,22.5789,68.4737,0.16,35,Low,SAR_p177.0_20241118T0100.tif
156.0,2024-02-28T01:00,21.8421,68.7105,0.58,26,Low,SAR_p156.0_20240228T0100.tif
15.0,2024-05-29T01:00,20.0,71.3158,0.62,241,Low,SAR_p15.0_20240529T0100.tif
90.0,2023-02-28T01:00,20.7368,70.1316,0.26,344,Low,SAR_p90.0_20230228T0100.tif
190.0,2024-11-30T01:00,22.7632,69.1842,0.08,49,Low,SAR_p190.0_20241130T0100.tif
16.0,2023-05-30T01:00,20.0,71.5526,0.48,304,Low,SAR_p16.0_20230530T0100.tif
197.0,2023-09-25T01:00,23.1316,68.0,0.8,270,Low,SAR_p197.0_20230925T0100.tif
76.0,2024-11-01T01:00,20.5526,71.5526,0.34,33,Low,SAR_p76.0_20241101T0100.tif
204.0,2024-06-29T14:00,23.5,68.2368,0.52,185,Low,SAR_p204.0_20240629T1400.tif
198.0,2024-11-06T01:00,23.1316,68.2368,0.36,346,Low,SAR_p198.0_20241106T0100.tif
48.0,2023-06-18T13:00,20.3684,69.6579,0.86,240,Low,SAR_p48.0_20230618T1300.tif
110.0,2024-04-23T01:00,20.9211,71.7895,0.16,289,Low,SAR_p110.0_20240423T0100.tif
104.0,2023-01-04T01:00,20.9211,69.1842,1.12,26,Low,SAR_p104.0_20230104T0100.tif
95.0,2024-11-08T01:00,20.7368,71.7895,0.06,68,Low,SAR_p95.0_20241108T0100.tif
148.0,2024-06-15T01:00,21.6579,68.7105,0.66,227,Low,SAR_p148.0_20240615T0100.tif
174.0,2023-07-15T01:00,22.3947,69.4211,0.6,271,Low,SAR_p174.0_20230715T0100.tif
69.0,2024-02-23T01:00,20.5526,69.8947,0.48,9,Low,SAR_p69.0_20240223T0100.tif
160.0,2023-04-22T01:00,22.0263,68.0,0.54,281,Low,SAR_p160.0_20230422T0100.tif
189.0,2024-12-12T01:00,22.7632,68.9474,0.5,16,Low,SAR_p189.0_20241212T0100.tif
58.0,2024-04-30T01:00,20.3684,72.0263,0.38,319,Low,SAR_p58.0_20240430T0100.tif
204.0,2023-04-10T01:00,23.5,68.2368,0.24,270,Low,SAR_p204.0_20230410T0100.tif
141.0,2023-12-30T01:00,21.4737,69.1842,0.12,32,Low,SAR_p141.0_20231230T0100.tif
204.0,2023-11-14T14:00,23.5,68.2368,0.14,43,Low,SAR_p204.0_20231114T1400.tif
118.0,2024-05-22T01:00,21.1053,68.9474,0.72,291,Low,SAR_p118.0_20240522T0100.tif
198.0,2023-03-10T01:00,23.1316,68.2368,0.0,18,Low,SAR_p198.0_20230310T0100.tif
133.0,2023-03-29T01:00,21.2895,69.6579,0.28,301,Low,SAR_p133.0_20230329T0100.tif
185.0,2024-06-05T14:00,22.7632,68.0,0.78,243,Low,SAR_p185.0_20240605T1400.tif
37.0,2024-12-07T01:00,20.1842,71.7895,0.32,14,Low,SAR_p37.0_20241207T0100.tif
58.0,2023-07-17T01:00,20.3684,72.0263,0.64,261,Low,SAR_p58.0_20230717T0100.tif
196.0,2023-07-29T14:00,22.9474,68.7105,1.42,246,Low,SAR_p196.0_20230729T1400.tif
89.0,2023-01-23T01:00,20.7368,69.8947,0.86,358,Low,SAR_p89.0_20230123T0100.tif
10.0,2023-03-24T01:00,20.0,70.1316,0.18,253,Low,SAR_p10.0_20230324T0100.tif
53.0,2023-07-10T01:00,20.3684,70.8421,1.3,248,Low,SAR_p53.0_20230710T0100.tif
68.0,2023-12-01T01:00,20.5526,69.6579,0.8,16,Low,SAR_p68.0_20231201T0100.tif
157.0,2024-02-28T01:00,21.8421,68.9474,0.44,28,Low,SAR_p157.0_20240228T0100.tif
186.0,2023-06-11T14:00,22.7632,68.2368,0.98,130,Low,SAR_p186.0_20230611T1400.tif
17.0,2023-11-07T01:00,20.0,71.7895,0.06,17,Low,SAR_p17.0_20231107T0100.tif
33.0,2023-04-29T01:00,20.1842,70.8421,0.38,247,Low,SAR_p33.0_20230429T0100.tif
74.0,2024-12-31T01:00,20.5526,71.0789,0.3,58,Low,SAR_p74.0_20241231T0100.tif
90.0,2023-12-25T01:00,20.7368,70.1316,0.18,25,Low,SAR_p90.0_20231225T0100.tif
123.0,2023-10-02T01:00,21.1053,72.0263,0.02,292,Low,SAR_p123.0_20231002T0100.tif
89.0,2024-12-07T01:00,20.7368,69.8947,0.38,349,Low,SAR_p89.0_20241207T0100.tif
134.0,2024-11-20T01:00,21.2895,72.2632,0.26,27,Low,SAR_p134.0_20241120T0100.tif
195.0,2024-08-02T01:00,22.9474,68.4737,1.24,245,Low,SAR_p195.0_20240802T0100.tif
202.0,2023-03-22T01:00,23.3158,68.4737,0.14,256,Low,SAR_p202.0_20230322T0100.tif
195.0,2023-01-04T01:00,22.9474,68.4737,0.68,27,Low,SAR_p195.0_20230104T0100.tif
112.0,2024-10-27T01:00,20.9211,72.2632,0.04,321,Low,SAR_p112.0_20241027T0100.tif
